Texto,Comentarios,Clicks,Etiqueta,000,2026,ahora,ayuso,años,caso,cómo,datos,después,donald,dos,eeuu,empresa,eng,epstein,españa,gobierno,gran,guerra,hace,historia,ia,irán,israel,madrid,medio,menos,mientras,millones,mundo,partido,país,personas,política,pp,presidente,puede,según,ser,si,sido,sino,sistema,solo,sánchez,tras,trump,unidos,vez,vox
"Abren juicio contra el humorista Quequé por acoso a la presidenta de Abogados Cristianos, Polonia Castellanos El Tribunal de Instancia Sección de Instrucción Plaza Número 6 de Valladolid ha acordado la apertura de juicio oral contra el humorista Héctor de Miguel, conocido como Quequé, como supuesto autor de un delito de coacciones cometido contra la presidenta de Abogados Cristianos, Polonia Castellanos. La acusación particular demanda dos años de prisión por un delito de acoso y dos años de cárcel por un delito de incitación al odio, además de 12.000 euros por perjuicio y daño moral.",77,968,politica,0.35488488033323506,0.0,0.0,0.0,0.5818990577172889,0.0,0.0,0.0,0.0,0.0,0.731744633283085,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Una analista de datos desmonta el bulo y manipulación de datos de 'El Español' sobre Pedro Sánchez y las violaciones: “Sois un cuadro” “Este ranking es un cuadro, y recuerdo que está hecho por una universidad de Estados Unidos (…)”, indica. “Y luego está esta frase: ‘Con Sánchez hay el triple de violaciones’. Señores de extrema derecha, no hay el triple de violaciones, hay el triple de denuncias y el triple de sentencias",52,1447,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6902886393996295,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6693545824748833,0.0,0.0,0.2747108247515616,0.0,0.0
"El robot asturiano 'Trastu', diseñado para moverse por Marte, gana un premio internacional El equipo 4Space UniOvi ha ganado el primer premio en los Student Talent Awards de Rumanía con 'Trastu', un robot diseñado para desplazarse por Marte. El proyecto desarrollado por 4S consiste en el desarrollo de un 'rover' capaz de moverse de forma autónoma por la superficie marciana en condiciones extremas como bajas temperaturas, radiación y superficies irregulares.",21,736,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"El TSJ valenciano decide no imputar a Mazón y devuelve la causa de la dana a la jueza La Sala de lo Civil y Penal del Tribunal Superior de Justicia de la Comunitat Valenciana (TSJ-CV) descarta que haya indicios suficientes contra Carlos Mazón y devuelve la causa de la dana a la jueza instructora de Catarroja, la magistrada Nuria Ruiz Tobarra, para que prosiga su investigación.",87,418,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ernestina González, la gran olvidada del exilio antifranquista que fue investigada por el FBI Escribió artículos, arengó en la radio, organizó marchas en Nueva York a favor de la Segunda República y terminó perseguida durante la caza de brujas.",1,312,cultura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"LaLiga bloquea los pagos por Internet en Redsys y responde con amenazas de demanda a los medios que se hacen eco Lo de los bloqueos de LaLiga está alcanzando un punto en el que empiezan a ser insoportables. Si la semana pasada tuvimos problemas para pedir comida en Glovo o reservar en una web de esquí, esta semana los hemos sufrido para pagar por Internet a través de Redsys. Por si fuera poco, LaLiga ha adoptado por amenazar con demandas a los medios que lo publicamos ayer.",53,1906,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4451226479654621,0.895469613257879,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“Trump no tiene un plan para salir de Irán” La guerra contra Irán no se entiende sin la revolución islámica de 1979, el episodio que marcó la ruptura entre Washington y Teherán, aliados desde la década de los cincuenta. El periodista estadounidense Scott Anderson (Sebastopol, California, 1959) ha reconstruido esa etapa en el libro Rey de reyes , recién publicado en España por Península. Buen conocedor de Oriente Medio, Anderson atiende a este diario desde Nueva York para hablar de la actual crisis.",43,1151,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3368340813546575,0.0,0.0,0.3407717113339461,0.0,0.0,0.0,0.7072115187090654,0.0,0.0,0.4103613974665117,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.319175239746204,0.0,0.0,0.0
"""No a la guerra y Palestina libre"": Javier Bardem lo dice alto y claro sobre el escenario de los Oscar 2026 Durante la ceremonia de entrega, el actor ha subido al escenario acompañado de Priyanka Chopra para dar el Oscar a mejor película internacional, que ha sido para Valor sentimental. Antes de presentar el galardón, ha insistido en inglés: ""No a la guerra y Palestina libre"".",87,2215,cultura,0.0,0.46335167814589423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7770074338292534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.42610406021705793,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Seguimiento de resultados de las Elecciones a las Cortes de Castilla y León 2026 Web oficial del Gobierno de Castilla y León donde consultar los resultados actualizados durante el recuento oficial de votos, una vez cerradas las mesas.",108,3497,politica,0.0,0.6103392044462086,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5117474710675534,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6046491390649066,0.0
"Llevan a cabo una prueba de resistencia (ciclos de escritura) para determinar que DVD regrabable es el más fiable y los resultados hablan por sí solos, lo antiguo era mejor Los discos ya no se usan tanto como antes y ni siquiera los Blu-Ray son populares más allá de películas en ese formato o juegos de consola. No obstante, siempre hay personas que siguen siendo fieles al formato físico y tener todo guardado en discos y a este tipo de personas es a quienes más les interesará saber que marca y modelo de DVD regrabable es la más fiable y duradera. El Dr. Gough Lui ha sido el encargado de llevar a cabo la titánica tarea de hacer 1000 regrabaciones durante 6 meses en sus ""pruebas de resistencia"" de DVD regrabables.",23,1665,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8971239226498693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.44177898027103046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"La película de 1933 cuya escena final es considerada la mejor de la historia del cine Noventa y cinco años después de su estreno, la comedia muda de Charlie Chaplin City Lights (""Luces de la ciudad"") es a menudo considerada una de las mejores películas de la historia, y sus momentos finales son clave para la reputación que ha adquirido. Cuando la revista Life le preguntó a Charlie Chaplin en 1966 cuál de sus películas consideraba su favorita, le otorgó ese honor a ""Luces de la ciudad"", aunque restándole importancia a sus logros con un modesto: ""Creo que es sólida, bien hecha"".",9,1422,cultura,0.0,0.0,0.0,0.0,0.35890894960471004,0.0,0.0,0.0,0.4285423190586584,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8291778136621064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Gracia Querejeta y Miguel Olid: ""Landa es imprescindible para entender la evolución del cine español"" Alfredo Landa es uno de los actores más queridos del cine español gracias a películas como Los Santos inocentes, El Crack, El bosque animado, La vaquilla… Y ahora, coincidiendo con el 50 aniversario de una de las películas míticas de su filmografía, El puente (José Antonio Bardem), Gracia Querejeta (La buena suerte) y Miguel Olid (Summers, el rebelde) le homenajean con el documental Landa, que han presentado en el Festival de Málaga.",7,290,cultura,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Brutal repaso Julia Otero a Ayuso: ""Grotesco"" Otero ha defendido que ""darle una medalla a Trump en este momento es lo más grotesco que se nos puede ocurrir"". ""La trumpista que vive en la Puerta del Sol sigue haciendo méritos para que en Madrid sea innecesario votar a la extrema derecha. Digamos que el faro del mundo libre tiene la bombilla fundida"", ha criticado.",39,2168,politica,0.0,0.0,0.0,0.4942871496378313,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48954420863312853,0.0,0.0,0.0,0.0,0.42054850746694544,0.0,0.0,0.0,0.0,0.0,0.0,0.43744984847003704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38445190133167256,0.0,0.0,0.0
"Desarrollan un robot contra incendios que puede aguantar temperaturas extremas impensables para los bomberos El robot del fabricante surcoreano de automóviles tiene una velocidad máxima de 50 kilómetros por hora y una manguera fotoluminiscente de alta presión. La robótica, al igual que la inteligencia artificial, ha avanzado muchísimo en los últimos años. Y no solo en el sector de los humanoides, sino también en el de otras máquinas como los «roboperros». Los robots cuadrúpedos se han convertido en un gran aliado para muchas profesiones, ya que su versatilidad les permite desenvolverse con soltura en importantes y diversas tareas.",20,1212,tecnología,0.0,0.0,0.0,0.0,0.36715932326872436,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.48602634037105763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43839338091423824,0.0,0.0,0.0,0.0,0.48602634037105763,0.0,0.4478415655546832,0.0,0.0,0.0,0.0,0.0,0.0
"Hackeo del grupo Handala a la subdirectora de estrategia del Mossad [eng] Hoy, los muros de hierro del secretismo y la ilusión de seguridad dentro del régimen sionista se han hecho añicos para siempre. Una de las figuras más importantes de los servicios de inteligencia del Mossad, Laura Gilinski, exsubdirectora de Planificación y Estrategia del Mossad y actual subdirectora del Instituto de Estudios de Seguridad Nacional (INSS), ha sido neutralizada por nuestras fuerzas cibernéticas. Más de 100 000 de sus correos electrónicos ultraconfidenciales están ahora en nuestro poder y disponibles para su descarga pública.",22,1296,politica,0.4971010182207192,0.0,0.508475713393403,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.49351359447900284,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5007867396780873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Mapa y radar de trenes en España | SpainTrainRadar Mapa y radar de trenes en España en tiempo real. Trackea trenes de Cercanías, Media y Larga Distancia con una experiencia estilo FlightRadar24.",33,3346,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Toneladas de basura en el centro de València y monumentos convertidos en urinarios Botellas, vasos y bolsas desbordaron anoche la plaza de Brujas y zonas aledañas. Los vecinos del centro también 'cazaron' a gente orinando en el patrimonio histórico como la iglesia de Santa Catalina",31,1278,cultura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Diario del expresidente de EEUU: Harry S. Truman Cita completa: «Los judíos, encuentro que son muy, muy egoístas. No les importa cuántos estonios, letones, finlandeses, polacos, yugoslavos o griegos sean asesinados o maltratados como DP [personas desplazadas] siempre y cuando los judíos reciban un trato especial. Sin embargo, cuando tienen poder, físico, financiero o político, ni Hitler ni Stalin les igualan en crueldad o maltrato hacia el débil». via x.com/wikileaks/status/2032949874094985708 [eng]",60,1248,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6168450752439831,0.0,0.5481810616312204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5648005637533597,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"""¿Por qué el socialismo?"" por Albert Einstein Innumerables voces han afirmado desde hace tiempo que la sociedad humana atraviesa una crisis, que su estabilidad se ha visto gravemente sacudida. Es característico de tal situación que los individuos se sientan indiferentes o incluso hostiles hacia el grupo, pequeño o grande, al que pertenecen. Para ilustrar esta idea, contaré aquí una experiencia personal. Recientemente discutí con un hombre inteligente y bien dispuesto sobre la amenaza de otra guerra que, en mi opinión, pondría en serio peligro la existencia de la humanidad y le hice...",44,2411,cultura,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.676465188044687,0.7364746087705036,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Los expedientes de Epstein perjudican a Estados Unidos más de lo que jamás podrían hacerlo los misiles (ENG) Los expedientes de Epstein desmontan la ilusión de que todo se rige por normas de la que dependen las instituciones estadounidenses para funcionar, y generan una «ambigüedad institucional» que resulta especialmente peligrosa para una democracia.",34,758,politica,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3509298230634141,0.8796898618682758,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32092679260363194,0.0,0.0
"Vox expulsa a su afiliado número 1, Ignacio Ansaldo, y a Toscano por ser afines a Ortega Smith Los dos concejales del Ayuntamiento de Madrid han recibido la comunicación y ahora podrán recurrir la decisión del partido de Abascal",65,565,politica,0.0,0.0,0.40230486080269673,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4054821790597548,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.43085680246573305,0.0,0.0,0.0,0.0,0.0,0.4350311515021064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3591502940639549,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.41213636178455093
"Shadow of the Beast (Psygnosis, 1989) La aventura tiene como protagonista a Aarbron, quien fue secuestrado y esclavizado por los sacerdotes del Señor de las Bestias cuando era niño. Corrompido mediante magia para destruir su voluntad, consiguieron convertir a Aarbron en un guerrero al servicio de Maletoth, el malvado Señor de las Bestias.",34,2288,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"100 Saltos, con poco margen: un juego de habilidad manual y precisión ¡Ojo que vicia! 100 Jumps es un juego de pura habilidad manual. Es tan simple que a mi me recuerda un poco al legendario Flappy Bird. Consiste en ir haciendo clics «mantenidos» para que el muñeco salte con más o menos fuerza, de plataforma en plataforma. Si no acierta, se cae y fin. [vía microsiervos y entradilla fusilada de ahí]",45,4423,tecnología,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7633107861335013,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6460314572621492,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
